indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
Reporting Completeness,FCT011,FCT,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT011,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT011,FCT,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT011,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT011,FCT,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT011,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT012,FCT,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,11,,25.0,Percent (Per expected reports),
Reporting Completeness,FCT013,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT014,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,5,,25.0,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT015,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,1,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,2,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,6,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,7,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,9,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,10,,,Percent (Per expected reports),
Reporting Completeness,LAG099,FCT,,,12,,,Percent (Per expected reports),
Reporting Completeness,NAS999,FCT,,,5,,,Percent (Per expected reports),
Reporting Completeness,NAS999,FCT,,,6,,,Percent (Per expected reports),
Reporting Completeness,NAS999,FCT,,,7,,,Percent (Per expected reports),
Reporting Completeness,NAS999,FCT,,,12,,,Percent (Per expected reports),
Reporting Completeness,TMP001,FCT,,,5,,,Percent (Per expected reports),
Reporting Completeness,TMP001,FCT,,,7,,,Percent (Per expected reports),
Reporting Completeness,TMP001,FCT,,,10,,,Percent (Per expected reports),
Reporting Completeness,XXX999,FCT,,,1,,,Percent (Per expected reports),
Reporting Completeness,XXX999,FCT,,,2,,,Percent (Per expected reports),
Reporting Completeness,XXX999,FCT,,,3,,,Percent (Per expected reports),
Reporting Completeness,XXX999,FCT,,,10,,,Percent (Per expected reports),
Reporting Completeness,XXX999,FCT,,,12,,,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,9,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD001,KADUNA,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,9,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,10,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD002,KADUNA,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD003,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD004,KADUNA,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,7,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,8,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD005,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,8,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,9,,100.0,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD006,KADUNA,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD007,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,9,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD008,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD009,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD010,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,2,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,4,,100.0,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,8,,100.0,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD011,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,8,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD012,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD013,KADUNA,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,10,,25.0,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD014,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,KAD015,KADUNA,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG099,KADUNA,,,3,,,Percent (Per expected reports),
Reporting Completeness,LAG099,KADUNA,,,4,,,Percent (Per expected reports),
Reporting Completeness,LAG099,KADUNA,,,5,,,Percent (Per expected reports),
Reporting Completeness,LAG099,KADUNA,,,10,,,Percent (Per expected reports),
Reporting Completeness,NAS999,KADUNA,,,3,,,Percent (Per expected reports),
Reporting Completeness,NAS999,KADUNA,,,6,,,Percent (Per expected reports),
Reporting Completeness,NAS999,KADUNA,,,7,,,Percent (Per expected reports),
Reporting Completeness,NAS999,KADUNA,,,12,,,Percent (Per expected reports),
Reporting Completeness,TMP001,KADUNA,,,5,,,Percent (Per expected reports),
Reporting Completeness,TMP001,KADUNA,,,8,,,Percent (Per expected reports),
Reporting Completeness,TMP001,KADUNA,,,9,,,Percent (Per expected reports),
Reporting Completeness,TMP001,KADUNA,,,11,,,Percent (Per expected reports),
Reporting Completeness,XXX999,KADUNA,,,8,,,Percent (Per expected reports),
Reporting Completeness,XXX999,KADUNA,,,9,,,Percent (Per expected reports),
Reporting Completeness,XXX999,KADUNA,,,11,,,Percent (Per expected reports),
Reporting Completeness,XXX999,KADUNA,,,12,,,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG001,LAGOS,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG002,LAGOS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,10,,25.0,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG003,LAGOS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,7,,25.0,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,8,,100.0,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG004,LAGOS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG005,LAGOS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG006,LAGOS,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG007,LAGOS,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG007,LAGOS,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG007,LAGOS,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG007,LAGOS,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG007,LAGOS,,,5,,33.33,Percent (Per expected reports),
