facility_id,facility_name,state,lga,report_month,year,month,quarter,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
NAS001,MODEL PRIMARY HEALTH CENTRE LAFIA,NASARAWA,LAFIA,2023-06-30,2023,6,2,231.0,3.0,2.0,440,6,54.0,1,0,356.0,4,355.0,264.0,221.0,2023-07-29,Data Clerk
KAD013,SPECIALIST HOSPITAL ZARIA II,KADUNA,ZARIA,2023-06-30,2023,6,2,2537.0,123.0,93.0,2415,14,463.0,14,12,1977.0,42,2121.0,1652.0,1598.0,2023-07-21,M&E Officer
CRS004,COMPREHENSIVE HEALTH CENTRE OBUDU,CROSS RIVER,OBUDU,2022-12-01,2022,12,4,161.0,1.0,0.0,456,6,38.0,0,0,428.0,6,314.0,294.0,247.0,2023-01-13,Data Clerk
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2023-03-31,2023,3,1,480.0,8.0,5.0,854,4,128.0,5,4,718.0,13,772.0,481.0,448.0,2023-04-15,Facility Focal Person
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2023-11-30,2023,11,4,860.0,6.0,5.0,1291,14,188.0,0,0,815.0,15,1170.0,965.0,798.0,2023-12-25,Facility Focal Person
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2023-09-30,2023,9,3,598.0,11.0,7.0,1771,27,84.0,0,0,1502.0,27,1457.0,1241.0,1174.0,2023-10-21,Facility Focal Person
NAS006,PRIMARY HEALTH CENTRE LAFIA II,NASARAWA,LAFIA,2023-06-30,2023,6,2,327.0,11.0,10.0,972,2,100.0,2,1,610.0,16,858.0,569.0,482.0,2023-07-13,M&E Officer
NAS012,MISSION HOSPITAL KARU II,NASARAWA,KARU,2022-02-28,2022,2,1,876.0,27.0,25.0,1357,9,226.0,4,3,1102.0,15,1253.0,890.0,744.0,2022-03-18,Facility Focal Person
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2024-05-31,2024,5,2,927.0,32.0,27.0,2154,26,252.0,4,3,1898.0,41,1757.0,1392.0,1335.0,2024-06-29,M&E Officer
KAD004,SPECIALIST HOSPITAL SABON GARI,KADUNA,SABON GARI,2024-02-29,2024,2,1,2639.0,105.0,102.0,4937,71,384.0,9,7,2993.0,64,3772.0,2164.0,2110.0,2024-03-13,Data Clerk
FCT007,SPECIALIST HOSPITAL BWARI II,FCT,BWARI,2023-11-30,2023,11,4,2082.0,39.0,37.0,4270,85,606.0,4,3,3096.0,66,3402.0,1904.0,1687.0,2023-12-18,Facility Focal Person
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2023-09-30,2023,9,3,399.0,2.0,1.0,734,11,80.0,2,1,452.0,10,673.0,383.0,374.0,2023-10-15,Data Clerk
LAG008,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2023-06-30,2023,6,2,129.0,1.0,0.0,790,15,39.0,0,0,648.0,13,656.0,611.0,562.0,2023-07-13,Facility Focal Person
BEN014,COMPREHENSIVE HEALTH CENTRE GBOKO II,BENUE,GBOKO,2022-10-31,2022,10,4,387.0,3.0,2.0,859,13,90.0,2,1,616.0,19,667.0,608.0,580.0,2022-11-13,M&E Officer
RIV012,PRIMARY HEALTH CENTRE ELEME II,RIVERS,ELEME,2022-07-31,2022,7,3,658.0,27.0,20.0,874,8,206.0,4,3,824.0,14,773.0,657.0,551.0,2022-08-13,Facility Focal Person
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2024-06-30,2024,6,2,123.0,5.0,3.0,749,6,23.0,0,0,509.0,8,652.0,594.0,568.0,2024-08-15,Facility Focal Person
RIV007,PRIMARY HEALTH CENTRE PORT HARCOURT II,RIVERS,PORT HARCOURT,2023-12-31,2023,12,4,368.0,1.0,0.0,642,3,81.0,1,0,500.0,13,443.0,333.0,300.0,2024-01-15,Data Clerk
LAG012,PRIMARY HEALTH CENTRE ALIMOSHO II,LAGOS,ALIMOSHO,2022-08-31,2022,8,3,227.0,6.0,4.0,622,10,42.0,2,1,499.0,13,485.0,279.0,250.0,2022-10-16,Facility Focal Person
FCT014,GENERAL HOSPITAL KUJE II,FCT,KUJE,2023-08-31,2023,8,3,1131.0,53.0,39.0,2517,35,199.0,3,2,2233.0,22,1901.0,1776.0,1643.0,2023-09-13,Facility Focal Person
CRS008,COTTAGE HOSPITAL OGOJA II,CROSS RIVER,OGOJA,2022-09-01,2022,9,3,348.0,16.0,15.0,2338,43,49.0,0,0,1975.0,32,2142.0,1243.0,1126.0,2022-10-15,Facility Focal Person
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2023-12-31,2023,12,4,81.0,2.0,1.0,756,6,23.0,0,0,417.0,7,695.0,586.0,544.0,2024-01-16,M&E Officer
LAG099,COTTAGE HOSPITAL CHIKUN II,KADUNA,CHIKUN,2023-03-31,2023,3,1,321.0,12.0,8.0,959,5,47.0,0,0,689.0,13,735.0,458.0,424.0,2023-04-18,Facility Focal Person
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2023-02-28,2023,2,1,233.0,13.0,10.0,965,8,53.0,0,0,542.0,8,744.0,589.0,483.0,2023-03-15,Data Clerk
RIV010,TEACHING HOSPITAL AHOADA EAST II,RIVERS,AHOADA EAST,2023-12-31,2023,12,4,652.0,24.0,20.0,3035,46,160.0,1,0,2851.0,38,2790.0,2240.0,1999.0,2024-01-13,M&E Officer
NAS004,COTTAGE HOSPITAL AKWANGA,NASARAWA,AKWANGA,2024-11-30,2024,11,4,390.0,25.0,19.0,615,9,107.0,1,0,369.0,8,475.0,337.0,312.0,2024-12-13,Data Clerk
RIV005,MISSION HOSPITAL DEGEMA,RIVERS,DEGEMA,2022-02-28,2022,2,1,141.0,4.0,3.0,1543,15,26.0,1,0,1438.0,29,1402.0,1184.0,1126.0,2022-03-15,Data Clerk
CRS014,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2023-11-30,2023,11,4,361.0,7.0,5.0,164,1,48.0,1,0,106.0,4,148.0,100.0,94.0,2023-12-29,Facility Focal Person
LAG008,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2022-06-30,2022,6,2,118.0,2.0,1.0,871,2,16.0,0,0,532.0,12,690.0,381.0,339.0,2022-07-29,Facility Focal Person
FCT008,TEACHING HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-04-30,2022,4,2,676.0,29.0,24.0,5443,57,77.0,2,1,3662.0,84,4424.0,3873.0,3585.0,2022-05-11,Facility Focal Person
FCT013,COTTAGE HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2024-03-31,2024,3,1,987.0,16.0,12.0,1259,17,261.0,1,0,901.0,12,1152.0,997.0,827.0,2024-04-21,M&E Officer
AKS012,COTTAGE HOSPITAL ORON II,AKWA IBOM,ORON,2023-06-30,2023,6,2,996.0,51.0,48.0,897,12,101.0,5,4,532.0,9,646.0,395.0,346.0,2023-07-21,Facility Focal Person
RIV007,PRIMARY HEALTH CENTRE PORT HARCOURT II,RIVERS,PORT HARCOURT,2024-10-31,2024,10,4,522.0,5.0,4.0,595,1,88.0,0,0,381.0,3,536.0,377.0,312.0,2024-11-16,M&E Officer
NAS007,GENERAL HOSPITAL KARU II,NASARAWA,KARU,2022-03-31,2022,3,1,701.0,4.0,3.0,2666,45,,2,1,2185.0,35,2088.0,1410.0,1336.0,2022-05-16,Data Clerk
BEN009,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2023-08-31,2023,8,3,229.0,6.0,4.0,453,4,51.0,0,0,335.0,6,346.0,280.0,251.0,2023-09-11,M&E Officer
LAG013,SPECIALIST HOSPITAL IKORODU II,LAGOS,IKORODU,2022-12-31,2022,12,4,1966.0,93.0,83.0,6119,26,343.0,12,10,5521.0,105,4885.0,3821.0,3575.0,2023-01-16,Facility Focal Person
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2022-10-31,2022,10,4,622.0,5.0,4.0,1904,23,72.0,0,0,1089.0,18,1696.0,1359.0,1273.0,2022-11-18,M&E Officer
LAG007,PRIMARY HEALTH CENTRE IKORODU II,LAGOS,IKORODU,2023-07-31,2023,7,3,517.0,22.0,19.0,512,1,157.0,0,0,412.0,7,375.0,327.0,312.0,2023-08-13,M&E Officer
CRS012,MODEL PRIMARY HEALTH CENTRE IKOM II,CROSS RIVER,IKOM,2024-10-31,2024,10,4,463.0,5.0,4.0,748,10,125.0,1,0,664.0,8,557.0,486.0,410.0,2024-11-13,Facility Focal Person
LAG003,TEACHING HOSPITAL BADAGRY,LAGOS,BADAGRY,2022-01-31,2022,1,1,2492.0,115.0,110.0,6069,48,347.0,11,10,3708.0,64,4826.0,3493.0,2925.0,2022-02-21,M&E Officer
NAS012,MISSION HOSPITAL KARU II,NASARAWA,KARU,2023-12-31,2023,12,4,732.0,20.0,16.0,1355,16,117.0,2,1,1283.0,27,1102.0,688.0,635.0,2024-01-11,M&E Officer
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2024-02-29,2024,2,1,324.0,334.0,4.0,722,13,38.0,0,0,482.0,5,616.0,572.0,531.0,2024-03-15,M&E Officer
FCT012,MISSION HOSPITAL BWARI II,FCT,BWARI,2022-04-01,2022,4,2,911.0,31.0,28.0,2652,52,213.0,3,2,1963.0,28,2415.0,1989.0,1674.0,2022-05-13,Facility Focal Person
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2023-09-01,2023,9,3,115.0,2.0,1.0,86,1,16.0,0,0,47.0,2,78.0,52.0,49.0,2023-10-16,Data Clerk
RIV007,PRIMARY HEALTH CENTRE PORT HARCOURT II,RIVERS,PORT HARCOURT,2024-03-31,2024,3,1,542.0,5.0,3.0,622,9,81.0,0,0,417.0,9,531.0,445.0,430.0,2024-04-15,Facility Focal Person
AKS015,MISSION HOSPITAL UYO II,AKWA IBOM,UYO,2023-06-30,2023,6,2,947.0,51.0,47.0,2456,46,103.0,0,0,2072.0,37,1937.0,1116.0,1072.0,2023-07-15,Data Clerk
AKS015,MISSION HOSPITAL UYO II,AKWA IBOM,UYO,2023-07-31,2023,7,3,685.0,31.0,22.0,2447,31,215.0,5,3,1991.0,28,1944.0,1559.0,1374.0,2023-08-15,Data Clerk
FCT002,GENERAL HOSPITAL BWARI,FCT,BWARI,2024-07-31,2024,7,3,123.0,3.0,2.0,565,5,20.0,2,1,447.0,2,444.0,364.0,350.0,2024-09-15,Facility Focal Person
FCT008,TEACHING HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-01-01,2022,1,1,740.0,36.0,27.0,5539,58,141.0,3,2,4625.0,95,5059.0,4571.0,4083.0,2022-02-15,Facility Focal Person
LAG008,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2022-07-31,2022,7,3,150.0,5.0,4.0,859,16,42.0,0,0,610.0,10,634.0,475.0,437.0,2022-08-15,Data Clerk
KAD011,PRIMARY HEALTH CENTRE KADUNA NORTH II,KADUNA,KADUNA NORTH,2024-12-31,2024,12,4,269.0,8.0,5.0,589,8,49.0,1,0,378.0,5,522.0,447.0,389.0,2025-01-11,Data Clerk
AKS010,GENERAL HOSPITAL EKET II,AKWA IBOM,EKET,2024-03-31,2024,3,1,674.0,17.0,15.0,1600,22,100.0,1,0,1120.0,16,1192.0,699.0,665.0,2024-04-15,Data Clerk
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2023-02-01,2023,2,1,749.0,19.0,17.0,4340,23,210.0,5,3,3895.0,69,,2092.0,1848.0,2023-03-16,Facility Focal Person
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2024-10-31,2024,10,4,353.0,6.0,4.0,501,6,111.0,0,0,374.0,9,460.0,385.0,324.0,2024-11-18,Facility Focal Person
CRS014,COMPREHENSIVE HEALTH CENTRE OBUDU II,CROSS RIVER,OBUDU,2022-11-30,2022,11,4,247.0,6.0,5.0,117,0,49.0,0,0,90.0,4,88.0,59.0,52.0,2022-12-16,M&E Officer
FCT002,GENERAL HOSPITAL BWARI,FCT,BWARI,2023-08-01,2023,8,3,141.0,4.0,2.0,586,1,41.0,0,0,502.0,6,422.0,337.0,282.0,2023-09-13,Facility Focal Person
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,BENUE,MAKURDI,2022-04-30,2022,4,2,605.0,36.0,29.0,329,4,173.0,7,6,213.0,7,229.0,131.0,122.0,2022-05-16,M&E Officer
LAG008,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2023-03-31,2023,3,1,138.0,2.0,1.0,812,13,30.0,1,0,511.0,8,579.0,367.0,346.0,2023-04-13,Facility Focal Person
RIV004,MODEL PRIMARY HEALTH CENTRE AHOADA EAST,RIVERS,AHOADA EAST,2022-04-30,2022,4,2,,10.0,9.0,876,11,36.0,1,0,761.0,16,665.0,472.0,456.0,2022-05-11,Facility Focal Person
NAS001,MODEL PRIMARY HEALTH CENTRE LAFIA,NASARAWA,LAFIA,2023-03-31,2023,3,1,175.0,0.0,0.0,454,6,29.0,0,0,411.0,7,374.0,338.0,316.0,2023-04-16,Data Clerk
KAD009,MODEL PRIMARY HEALTH CENTRE SABON GARI II,KADUNA,SABON GARI,2023-12-31,2023,12,4,3670.0,18.0,17.0,893,15,82.0,1,0,702.0,10,702.0,412.0,367.0,2024-01-18,Facility Focal Person
FCT008,TEACHING HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2022-07-31,2022,7,3,800.0,47.0,44.0,5337,80,217.0,5,4,4131.0,66,4010.0,2752.0,2449.0,2022-08-11,Data Clerk
AKS011,COMPREHENSIVE HEALTH CENTRE ETINAN II,AKWA IBOM,ETINAN,2022-10-31,2022,10,4,112.0,6.0,5.0,302,1,29.0,0,0,197.0,8,218.0,159.0,137.0,2022-11-18,M&E Officer
NAS014,TEACHING HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2023-09-30,2023,9,3,,,55.0,,51,505.0,5,4,3968.0,68,3801.0,2260.0,2033.0,2023-10-18,Facility Focal Person
FCT009,MODEL PRIMARY HEALTH CENTRE KUJE II,FCT,KUJE,2024-06-30,2024,6,2,222.0,9.0,7.0,481,4,49.0,1,0,297.0,2,375.0,277.0,237.0,2024-07-18,Data Clerk
AKS004,COMPREHENSIVE HEALTH CENTRE ETINAN,AKWA IBOM,ETINAN,2022-11-30,2022,11,4,141.0,5.0,4.0,969,13,25.0,0,0,835.0,10,794.0,620.0,574.0,2022-12-15,Data Clerk
KAD010,COTTAGE HOSPITAL CHIKUN II,KADUNA,CHIKUN,2023-01-31,2023,1,1,220.0,8.0,7.0,960,5,63.0,0,0,884.0,19,797.0,573.0,471.0,2023-02-11,Data Clerk
FCT006,MISSION HOSPITAL AMAC II,FCT,AMAC,2024-11-30,2024,11,4,1043.0,22.0,18.0,2117,25,299.0,9,8,1746.0,24,1749.0,1609.0,1331.0,2024-12-29,Data Clerk
AKS005,COMPREHENSIVE HEALTH CENTRE ORON,AKWA IBOM,ORON,2024-01-31,2024,1,1,108.0,0.0,0.0,1045,15,31.0,0,0,967.0,19,799.0,498.0,475.0,2024-02-11,M&E Officer
NAS014,TEACHING HOSPITAL AKWANGA II,NASARAWA,AKWANGA,2024-03-31,2024,3,1,2787.0,91.0,90.0,5032,32,537.0,9,8,2855.0,54,3485.0,2031.0,1792.0,2024-04-13,Facility Focal Person
BEN015,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2024-10-31,2024,10,4,137.0,5.0,3.0,713,13,21.0,0,0,486.0,13,507.0,396.0,381.0,2024-11-11,Data Clerk
RIV009,MISSION HOSPITAL KHANA II,RIVERS,KHANA,2022-08-31,2022,8,3,470.0,8.0,7.0,841,8,115.0,0,0,727.0,7,670.0,491.0,439.0,2022-09-15,Facility Focal Person
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2022-06-30,2022,6,2,421.0,3.0,2.0,838,15,73.0,2,1,659.0,11,625.0,365.0,299.0,2022-07-21,Data Clerk
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2023-06-30,2023,6,2,389.0,18.0,15.0,,21,64.0,2,1,723.0,21,976.0,678.0,557.0,2023-07-15,M&E Officer
KAD014,GENERAL HOSPITAL SABON GARI II,KADUNA,SABON GARI,2022-04-30,2022,4,2,194.0,5.0,4.0,2795,14,30.0,0,0,2030.0,37,2118.0,1194.0,1148.0,2022-05-21,M&E Officer
RIV012,PRIMARY HEALTH CENTRE ELEME II,RIVERS,ELEME,2024-03-31,2024,3,1,686.0,20.0,19.0,1011,13,116.0,1,0,793.0,19,836.0,695.0,620.0,2024-04-13,Data Clerk
XXX999,PRIMARY HEALTH CENTRE ELEME II,RIVERS,ELEME,2022-10-31,2022,10,4,,10.0,8.0,901,3,113.0,3,2,817.0,15,744.0,514.0,465.0,2022-11-13,Data Clerk
AKS013,MODEL PRIMARY HEALTH CENTRE ABAK II,AKWA IBOM,ABAK,2024-07-31,2024,7,3,547.0,13.0,11.0,676,2,81.0,1,0,430.0,10,584.0,352.0,300.0,2024-08-18,Facility Focal Person
FCT005,PRIMARY HEALTH CENTRE ABAJI,FCT,ABAJI,2022-04-30,2022,4,2,517.0,15.0,13.0,483,2,156.0,5,4,388.0,10,440.0,400.0,344.0,2022-05-29,M&E Officer
AKS010,GENERAL HOSPITAL EKET II,AKWA IBOM,EKET,2022-05-31,2022,5,2,552.0,12.0,11.0,,15,90.0,131,1,1234.0,23,1263.0,1024.0,946.0,2022-06-16,Facility Focal Person
FCT007,SPECIALIST HOSPITAL BWARI II,FCT,BWARI,2024-07-31,2024,7,3,2335.0,56.0,45.0,4274,45,520.0,5,3,3195.0,50,3432.0,2849.0,2651.0,2024-08-29,M&E Officer
KAD001,MODEL PRIMARY HEALTH CENTRE KADUNA NORTH,KADUNA,KADUNA NORTH,2022-04-30,2022,4,2,184.0,9.0,8.0,793,7,44.0,1,0,589.0,3,655.0,562.0,522.0,2022-05-15,Data Clerk
FCT012,MISSION HOSPITAL BWARI II,FCT,BWARI,2024-04-30,2024,4,2,1038.0,42.0,,2885,40,302.0,4,3,1646.0,29,2108.0,1437.0,1342.0,2024-05-13,Facility Focal Person
FCT004,MODEL PRIMARY HEALTH CENTRE KUJE,FCT,KUJE,2022-03-31,2022,3,1,371.0,18.0,17.0,1353,9,114.0,5,4,,15,929.0,844.0,738.0,2022-04-21,Data Clerk
NAS011,MISSION HOSPITAL LAFIA II,NASARAWA,LAFIA,2022-01-31,2022,1,1,761.0,5.0,4.0,2849,24,116.0,1,0,1740.0,32,2183.0,1254.0,1220.0,2022-03-01,Facility Focal Person
BEN008,TEACHING HOSPITAL GBOKO II,BENUE,GBOKO,2024-09-01,2024,9,3,3255.0,84.0,76.0,,34,367.0,2,1,4267.0,69,5552.0,4126.0,3722.0,2024-10-13,M&E Officer
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,GWAGWALADA,2023-03-01,2023,3,1,485.0,10.0,9.0,5907,90,104.0,0,0,4423.0,88,5065.0,4163.0,3779.0,2023-04-18,Data Clerk
AKS011,COMPREHENSIVE HEALTH CENTRE ETINAN II,AKWA IBOM,ETINAN,2022-08-31,2022,8,3,94.0,6.0,5.0,296,0,29.0,1,0,197.0,4,,192.0,186.0,2022-09-16,M&E Officer
NAS010,TEACHING HOSPITAL NASARAWA II,NASARAWA,NASARAWA,2023-04-30,2023,4,2,2443.0,131.0,101.0,4833,60,580.0,19,18,4588.0,90,3505.0,3000.0,2601.0,2023-05-13,M&E Officer
FCT008,TEACHING HOSPITAL GWAGWALADA II,FCT,GWAGWALADA,2024-05-31,2024,5,2,955.0,47.0,36.0,4736,43,229.0,5,4,4167.0,82,4330.0,3903.0,3442.0,2024-06-21,M&E Officer
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2022-08-31,2022,8,3,834.0,38.0,32.0,4524,85,158.0,3,2,4230.0,77,4054.0,2574.0,2307.0,2022-09-15,M&E Officer
CRS011,COMPREHENSIVE HEALTH CENTRE CALABAR MUNICIPAL II,CROSS RIVER,CALABAR MUNICIPAL,2022-10-31,2022,10,4,378.0,10.0,8.0,452,6,50.0,1,0,344.0,8,374.0,281.0,251.0,2022-11-11,Facility Focal Person
FCT002,GENERAL HOSPITAL BWARI,FCT,BWARI,2023-07-31,2023,7,3,137.0,1.0,0.0,585,6,42.0,1,0,417.0,13,416.0,385.0,359.0,2023-08-21,Facility Focal Person
KAD004,SPECIALIST HOSPITAL SABON GARI,KADUNA,SABON GARI,2023-02-28,2023,2,1,1836.0,108.0,106.0,4379,30,456.0,11,9,2596.0,44,3730.0,2941.0,2623.0,2023-03-13,M&E Officer
BEN009,PRIMARY HEALTH CENTRE OTUKPO II,BENUE,OTUKPO,2022-12-31,2022,12,4,216.0,4.0,3.0,471,7,67.0,0,0,297.0,3,355.0,200.0,182.0,2023-01-16,Facility Focal Person
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,GWAGWALADA,2024-09-30,2024,9,3,574.0,17.0,15.0,4923,99,152.0,1,0,3872.0,59,4154.0,3653.0,3225.0,2024-10-13,M&E Officer
RIV007,PRIMARY HEALTH CENTRE PORT HARCOURT II,RIVERS,PORT HARCOURT,2023-05-31,2023,5,2,575.0,7.0,6.0,657,7,135.0,1,0,456.0,6,554.0,391.0,344.0,2023-06-18,Data Clerk
BEN006,PRIMARY HEALTH CENTRE VANDEIKYA,BENUE,VANDEIKYA,2024-05-31,2024,5,2,276.0,9.0,8.0,351,5,82.0,3,2,208.0,3,301.0,185.0,180.0,2024-06-11,Facility Focal Person
KAD010,COTTAGE HOSPITAL CHIKUN II,KADUNA,CHIKUN,2022-05-31,2022,5,2,201.0,12.0,11.0,954,3,44.0,1,0,842.0,10,652.0,528.0,479.0,2022-06-16,Data Clerk
BEN013,MODEL PRIMARY HEALTH CENTRE MAKURDI II,BENUE,MAKURDI,2022-07-31,2022,7,3,565.0,31.0,27.0,398,2,177.0,5,3,289.0,4,326.0,224.0,190.0,2022-08-16,M&E Officer
NAS012,MISSION HOSPITAL KARU II,NASARAWA,KARU,2023-08-31,2023,8,3,1304.0,26.0,25.0,1345,6,343.0,5,4,954.0,20,977.0,602.0,534.0,2023-09-13,Facility Focal Person
NAS007,GENERAL HOSPITAL KARU II,NASARAWA,KARU,2023-12-01,2023,12,4,679.0,8.0,-34.0,2164,37,97.0,0,0,1547.0,24,1891.0,1532.0,1318.0,2024-01-21,Data Clerk
AKS014,PRIMARY HEALTH CENTRE IKONO II,AKWA IBOM,IKONO,2024-07-31,2024,7,3,269.0,15.0,13.0,610,12,71.0,2,1,518.0,13,426.0,314.0,266.0,2024-08-15,Facility Focal Person
BEN010,MODEL PRIMARY HEALTH CENTRE OKPOKWU II,BENUE,OKPOKWU,2023-03-31,2023,3,1,365.0,8.0,6.0,762,10,82.0,1,0,659.0,14,624.0,492.0,460.0,2023-04-29,Facility Focal Person
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,BENUE,KATSINA-ALA,2022-11-30,2022,11,4,442.0,9.0,6.0,455,7,140.0,3,2,261.0,8,329.0,247.0,238.0,2022-12-29,Facility Focal Person
LAG014,COTTAGE HOSPITAL LAGOS ISLAND II,LAGOS,LAGOS ISLAND,2024-12-31,2024,12,4,628.0,8.0,5.0,1596,5,157.0,1,0,1302.0,21,1188.0,757.0,687.0,2025-01-16,Facility Focal Person
AKS013,MODEL PRIMARY HEALTH CENTRE ABAK II,AKWA IBOM,ABAK,2022-04-30,2022,4,2,297.0,7.0,6.0,510,1,45.0,0,0,401.0,6,364.0,244.0,201.0,2022-06-15,Data Clerk
LAG002,SPECIALIST HOSPITAL LAGOS ISLAND,LAGOS,LAGOS ISLAND,2023-11-30,2023,11,4,1995.0,91.0,67.0,5798,88,599.0,7,6,4842.0,81,5374.0,3125.0,2955.0,2023-12-21,M&E Officer
BEN005,MODEL PRIMARY HEALTH CENTRE KATSINA-ALA,BENUE,KATSINA-ALA,2024-08-01,2024,8,3,533.0,13.0,12.0,582,11,111.0,0,0,330.0,7,454.0,371.0,332.0,2024-09-15,Facility Focal Person
AKS011,COMPREHENSIVE HEALTH CENTRE ETINAN II,AKWA IBOM,ETINAN,2022-06-30,2022,6,2,119.0,7.0,5.0,293,2,16.0,1,0,194.0,244,238.0,155.0,141.0,2022-07-15,M&E Officer
FCT014,GENERAL HOSPITAL KUJE II,FCT,KUJE,2022-06-30,2022,6,2,981.0,24.0,16.0,2459,42,218.0,5,4,1471.0,19,1789.0,1357.0,1228.0,2022-07-11,Facility Focal Person
CRS007,MODEL PRIMARY HEALTH CENTRE IKOM II,CROSS RIVER,IKOM,2022-05-31,2022,5,2,111.0,4.0,3.0,314,2,20.0,1,0,289.0,2,229.0,132.0,123.0,2022-06-21,Data Clerk
AKS008,PRIMARY HEALTH CENTRE UYO II,AKWA IBOM,UYO,2024-01-31,2024,1,1,73.0,1.0,0.0,84,0,8.0,0,0,57.0,1,74.0,68.0,61.0,2024-02-16,Facility Focal Person
KAD013,SPECIALIST HOSPITAL ZARIA II,KADUNA,ZARIA,2024-03-31,2024,3,1,2348.0,76.0,66.0,2826,10,551.0,10,9,2090.0,33,2432.0,1693.0,1519.0,2024-04-16,M&E Officer
CRS005,TEACHING HOSPITAL AKAMKPA,CROSS RIVER,AKAMKPA,2023-12-31,2023,12,4,912.0,35.0,34.0,4252,27,284.0,10,7,2461.0,55,3337.0,2223.0,1856.0,2024-01-13,Facility Focal Person
FCT015,COMPREHENSIVE HEALTH CENTRE ABAJI II,FCT,ABAJI,2023-02-01,2023,2,1,67.0,3.0,2.0,808,5,8.0,0,0,640.0,10,658.0,,324.0,2023-03-21,M&E Officer
NAS008,COMPREHENSIVE HEALTH CENTRE KEFFI II,NASARAWA,KEFFI,2023-02-28,2023,2,1,78.0,3.0,2.0,883,12,19.0,0,0,613.0,13,659.0,481.0,435.0,2023-03-13,M&E Officer
BEN012,COTTAGE HOSPITAL VANDEIKYA II,BENUE,VANDEIKYA,2024-11-30,2024,11,4,700.0,5.0,3.0,449,7,73.0,0,0,293.0,5,353.0,194.0,163.0,2024-12-21,Facility Focal Person
TMP001,COTTAGE HOSPITAL ORON II,AKWA IBOM,ORON,2022-12-31,2022,12,4,998.0,49.0,42.0,728,9,155.0,5,4,519.0,9,614.0,454.0,425.0,2023-01-11,M&E Officer
KAD007,MODEL PRIMARY HEALTH CENTRE KADUNA SOUTH II,KADUNA,KADUNA SOUTH,2024-05-31,2024,5,2,327.0,17.0,13.0,1123,13,100.0,3,2,876.0,8,917.0,608.0,591.0,2024-06-11,M&E Officer
LAG001,PRIMARY HEALTH CENTRE IKORODU,LAGOS,IKORODU,2024-05-31,2024,5,2,569.0,18.0,17.0,388,2,103.0,0,0,239.0,6,321.0,266.0,225.0,2024-06-15,M&E Officer
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,GWAGWALADA,2023-10-31,2023,10,4,651.0,19.0,18.0,,96,102.0,1,0,3765.0,80,3822.0,3604.0,3052.0,2023-11-13,M&E Officer
