facility_id,report_month,sex,age_band,hts_tst,hts_tst_pos
LAG006,2024-01,M,<15,29,0
LAG006,2024-01,Male,15-24,73,0
LAG006,2024-01,Male,25-34,92,1
LAG006,2024-01,Male,35-49,66,1
LAG006,2024-01,Male,50+,24,0
LAG006,2024-02,Female,<15,44,0
LAG006,2024-02,Female,15-24,102,1
LAG006,2024-02,Female,25-34,130,4
LAG006,2024-02,Female,35-49,90,3
LAG006,2024-02,Female,50+,41,0
LAG006,2024-02,Male,<15,27,0
LAG006,2024-02,Male,15-24,87,1
LAG006,2024-02,male,25-34,94,3
LAG006,2024-02,Male,35-49,55,2
LAG006,2024-02,Male,50+,30,0
LAG006,2024-03,Female,<15,44,0
LAG006,2024-03,Female,15-24,125,1
LAG006,2024-03,Female,25-34,111,3
LAG006,2024-03,Female,35-49,82,2
LAG006,2024-03,female,50+,40,0
LAG006,2024-03,Male,<15,24,0
LAG006,2024-03,Male,15-24,80,1
LAG006,2024-03,Male,25-34,87,2
LAG006,2024-03,Male,35-49,68,1
LAG006,2024-03,M,50+,32,0
LAG006,2024-04,F,<15,58,0
LAG006,2024-04,Female,15-24,188,2
LAG006,2024-04,Female,25-34,189,4
LAG006,2024-04,Female,35-49,155,3
LAG006,2024-04,Female,50+,66,0
LAG006,2024-04,Male,<15,44,0
LAG006,2024-04,Male,15-24,139,1
LAG006,2024-04,Male,25-34,139,3
LAG006,2024-04,Male,35-49,106,2
LAG006,2024-04,Male,50+,46,0
LAG006,2024-05,Female,<15,53,0
LAG006,2024-05,Female,15-24,132,2
LAG006,2024-05,Female,25-34,176,6
LAG006,2024-05,Female,35-49,130,4
LAG006,2024-05,F,50+,51,0
LAG006,2024-05,male,<15,45,0
LAG006,2024-05,Male,15-24,109,2
LAG006,2024-05,M,25-34,115,4
LAG006,2024-05,Male,35-49,81,3
LAG006,2024-05,Male,50+,41,0
LAG006,2024-06,Female,<15,53,0
LAG006,2024-06,Female,15-24,142,2
LAG006,2024-06,Female,25-34,187,6
LAG006,2024-06,Female,35-49,127,4
LAG006,2024-06,Female,50+,58,0
LAG006,2024-06,Male,<15,41,0
LAG006,2024-06,Male,15-24,125,2
LAG006,2024-06,m,25-34,113,3
LAG006,2024-06,Male,35-49,89,2
LAG006,2024-06,Male,50+,42,0
LAG006,2024-07,Female,0-14,60,0
LAG006,2024-07,Female,15-24,167,2
LAG006,2024-07,Female,25-34,193,6
LAG006,2024-07,Female,35-49,135,4
LAG006,2024-07,Female,50+,68,1
LAG006,2024-07,Male,<15,47,0
LAG006,2024-07,Male,15-24,129,2
LAG006,2024-07,Male,25-34,140,4
LAG006,2024-07,Male,35-49,89,2
LAG006,2024-07,Male,50+,46,0
LAG006,2024-08,Female,<15,55,0
LAG006,2024-08,Female,15-24,150,2
LAG006,2024-08,Female,25-34,203,5
LAG006,2024-08,F,35-49,145,3
LAG006,2024-08,F,50+,52,0
LAG006,2024-08,M,<15,45,0
LAG006,2024-08,Male,15-24,123,1
LAG006,2024-08,Male,25-34,120,3
LAG006,2024-08,Male,35-49,103,2
LAG006,2024-08,Male,50+,46,0
LAG006,2024-09,Female,<15,56,0
LAG006,2024-09,Female,15-24,200,2
LAG006,2024-09,Female,25-34,183,4
LAG006,2024-09,Female,35-49,125,2
LAG006,2024-09,Female,50+,58,0
LAG006,2024-09,Male,<15,41,0
LAG006,2024-09,Male,15-24,117,1
LAG006,2024-09,Male,25-34,140,3
LAG006,2024-09,Male,35-49,109,2
LAG006,2024-09,Male,50+,43,0
LAG006,2024-10,Female,<15,46,0
LAG006,2024-10,Female,15-24,148,1
LAG006,2024-10,F,25-34,154,3
LAG006,2024-10,Female,35-49,125,2
LAG006,2024-10,Female,50+,49,0
LAG006,2024-10,Male,<15,37,0
LAG006,2024-10,Male,15-24,107,1
LAG006,2024-10,Male,25-34,120,-
LAG006,2024-10,Male,35-49,79,1
LAG006,2024-10,Male,50+,34,0
LAG006,2024-11,Female,<15,54,0
LAG006,2024-11,Female,15-24,-,1
LAG006,2024-11,Female,25-34,172,3
LAG006,2024-11,Female,35-49,114,2
LAG006,2024-11,Female,50+,55,0
LAG006,2024-11,Male,<15,37,0
LAG006,2024-11,male,15-24,96,0
LAG006,2024-11,male,25-34,122,2
LAG006,2024-11,Male,35-49,95,1
LAG006,2024-11,Male,50+,41,0
LAG006,2024-12,Female,<15,51,0
LAG006,2024-12,Female,15-24,139,1
LAG006,2024-12,F,25-34,182,4
LAG006,2024-12,Female,35-49,110,2
LAG006,2024-12,Female,50 and above,59,0
LAG006,2024-12,Male,<15,41,0
LAG006,2024-12,Male,15-24,106,1
LAG006,2024-12,Male,25-34,118,2
LAG006,2024-12,Male,35-49,85,2
LAG006,2024-12,Male,50+,41,0
LAG007,2024-01,Female,<15,24,0
LAG007,2024-01,Female,15-24,76,1
LAG007,2024-01,Female,25-34,70,2
LAG007,2024-01,Female,35-49,58,2
LAG007,2024-01,Female,50+,28,0
LAG007,2024-01,male,<15,20,0
LAG007,2024-01,Male,15 - 24,46,0
LAG007,2024-01,M,25-34,60,2
LAG007,2024-01,Male,35-49,38,1
LAG007,2024-01,Male,50+,19,0
LAG007,2024-02,Female,<15,24,0
LAG007,2024-02,Female,15-24,74,1
LAG007,2024-02,Female,25-34,74,2
LAG007,2024-02,female,35-49,49,1
LAG007,2024-02,Female,50+,26,0
LAG007,2024-02,Male,0-14,18,0
LAG007,2024-02,Male,15 - 24,49,0
LAG007,2024-02,Male,25-34,49,1
LAG007,2024-02,Male,35-49,45,1
LAG007,2024-02,Male,50+,15,0
LAG007,2024-03,Female,<15,26,0
LAG007,2024-03,female,15 - 24,63,1
LAG007,2024-03,F,25-34,76,4
LAG007,2024-03,Female,35-49,55,3
LAG007,2024-03,Female,50+,26,0
LAG007,2024-03,M,<15,17,0
LAG007,2024-03,Male,15-24,47,1
LAG007,2024-03,M,25-34,55,3
LAG007,2024-03,Male,35-49,42,2
LAG007,2024-03,Male,50+,17,0
LAG007,2024-04,F,<15,23,0
LAG007,2024-04,Female,15-24,81,1
LAG007,2024-04,Female,25-34,88,3
LAG007,2024-04,Female,35-49,65,2
LAG007,2024-04,Female,50+,30,0
LAG007,2024-04,male,<15,17,0
LAG007,2024-04,M,15-24,62,1
LAG007,2024-04,Male,25-34,68,3
LAG007,2024-04,Male,35-49,39,1
LAG007,2024-04,Male,50+,21,0
LAG007,2024-05,Female,<15,40,0
LAG007,2024-05,Female,15-24,88,2
LAG007,2024-05,Female,25-34,104,4
LAG007,2024-05,Female,35-49,82,3
LAG007,2024-05,Female,50+,41,0
LAG007,2024-05,Male,<15,27,0
LAG007,2024-05,Male,15-24,74,1
LAG007,2024-05,Male,25-34,82,3
LAG007,2024-05,Male,35-49,49,2
LAG007,2024-05,Male,50+,24,0
LAG007,2024-06,Female,<15,31,0
LAG007,2024-06,Female,15-24,88,1
LAG007,2024-06,Female,25-34,85,3
LAG007,2024-06,F,35-49,59,2
LAG007,2024-06,F,50+,32,0
LAG007,2024-06,Male,<15,23,0
LAG007,2024-06,Male,15-24,64,1
LAG007,2024-06,Male,25-34,59,2
LAG007,2024-06,Male,35-49,43,1
LAG007,2024-06,Male,50+,24,0
LAG007,2024-07,Female,<15,26,0
LAG007,2024-07,Female,15-24,75,2
LAG007,2024-07,Female,25-34,85,6
LAG007,2024-07,F,35-49,53,3
LAG007,2024-07,Female,50+,25,0
LAG007,2024-07,Male,<15,22,0
LAG007,2024-07,Male,15-24,56,1
LAG007,2024-07,Male,25-34,52,3
LAG007,2024-07,Male,35-49,N/A,2
LAG007,2024-07,M,50+,18,0
LAG007,2024-08,Female,<15,27,0
LAG007,2024-08,Female,15-24,76,1
LAG007,2024-08,Female,25-34,74,3
LAG007,2024-08,Female,35-49,55,2
LAG007,2024-08,Female,50+,27,0
LAG007,2024-08,Male,<15,15,0
LAG007,2024-08,M,15 - 24,57,1
LAG007,2024-08,Male,25-34,60,2
LAG007,2024-08,Male,35-49,40,1
LAG007,2024-08,M,50+,15,0
LAG007,2024-09,Female,<15,20,0
LAG007,2024-09,Female,15-24,70,2
LAG007,2024-09,Female,25-34,79,4
LAG007,2024-09,Female,35-49,53,3
LAG007,2024-09,Female,50+,26,0
LAG007,2024-09,Male,<15,17,0
LAG007,2024-09,Male,15-24,53,1
LAG007,2024-09,Male,25-34,51,3
LAG007,2024-09,Male,35-49,40,2
LAG007,2024-09,Male,50+,17,0
LAG007,2024-10,F,<15,26,0
LAG007,2024-10,Female,15-24,77,1
LAG007,2024-10,Female,25-34,87,3
LAG007,2024-10,Female,35-49,53,1
LAG007,2024-10,F,50+,,0
LAG007,2024-10,Male,<15,18,0
LAG007,2024-10,Male,15-24,53,0
LAG007,2024-10,Male,25-34,56,2
LAG007,2024-10,M,35-49,48,1
LAG007,2024-10,Male,50+,20,0
LAG007,2024-11,Female,<15,27,0
LAG007,2024-11,Female,15-24,63,0
LAG007,2024-11,Female,25-34,75,1
LAG007,2024-11,Female,35-49,55,1
LAG007,2024-11,Female,50+,23,0
LAG007,2024-11,Male,<15,20,0
LAG007,2024-11,Male,15-24,49,0
LAG007,2024-11,Male,25-34,48,1
LAG007,2024-11,Male,35-49,42,1
LAG007,2024-11,Male,50+,16,0
LAG007,2024-12,Female,<15,29,0
LAG007,2024-12,Female,15-24,64,1
LAG007,2024-12,Female,25-34,90,4
LAG007,2024-12,female,35-49,62,3
LAG007,2024-12,Female,50+,22,0
LAG007,2024-12,M,<15,16,0
LAG007,2024-12,Male,15-24,56,1
LAG007,2024-12,Male,25-34,62,3
LAG007,2024-12,Male,35-49,39,2
LAG007,2024-12,Male,50+,20,0
LAG008,2024-01,Female,<15,6,0
LAG008,2024-01,Female,15-24,16,0
LAG008,2024-01,Female,25-34,19,0
LAG008,2024-01,Female,35-49,11,0
LAG008,2024-01,Female,50 and above,5,0
LAG008,2024-01,Male,<15,3,0
LAG008,2024-01,male,15-24,12,0
LAG008,2024-01,male,25-34,14,0
LAG008,2024-01,Male,35-49,7,0
LAG008,2024-01,Male,50+,4,0
LAG008,2024-02,Female,<15,6,0
LAG008,2024-02,Female,15-24,21,0
LAG008,2024-02,Female,25-34,17,0
LAG008,2024-02,Female,35-49,16,0
LAG008,2024-02,Female,50+,7,0
LAG008,2024-02,Male,<15,5,0
LAG008,2024-02,Male,15-24,13,0
LAG008,2024-02,M,25-34,14,0
LAG008,2024-02,Male,35-49,12,0
LAG008,2024-02,Male,50+,4,0
LAG008,2024-03,Female,<15,6,0
LAG008,2024-03,Female,15-24,15,0
LAG008,2024-03,Female,25-34,21,0
LAG008,2024-03,Female,35-49,13,0
LAG008,2024-03,Female,50+,6,0
LAG008,2024-03,Male,0-14,4,0
LAG008,2024-03,Male,15-24,12,0
LAG008,2024-03,Male,25-34,15,0
LAG008,2024-03,Male,35-49,9,0
LAG008,2024-03,Male,50+,4,0
LAG008,2024-04,Female,<15,7,0
LAG008,2024-04,Female,15-24,20,0
LAG008,2024-04,Female,25-34,25,0
LAG008,2024-04,Female,35-49,15,0
LAG008,2024-04,Female,50+,6,0
LAG008,2024-04,M,<15,5,0
LAG008,2024-04,M,15-24,13,0
LAG008,2024-04,Male,25-34,16,0
LAG008,2024-04,Male,35-49,14,0
LAG008,2024-04,M,50+,6,0
LAG008,2024-05,Female,<15,9,0
LAG008,2024-05,female,15-24,21,0
LAG008,2024-05,Female,25-34,26,0
LAG008,2024-05,female,35-49,21,0
LAG008,2024-05,F,50+,7,0
LAG008,2024-05,male,<15,6,0
LAG008,2024-05,Male,15-24,18,0
LAG008,2024-05,Male,25-34,18,0
LAG008,2024-05,Male,35-49,13,0
LAG008,2024-05,Male,50+,6,0
LAG008,2024-06,Female,<15,6,0
LAG008,2024-06,Female,15-24,21,0
LAG008,2024-06,F,25-34,22,1
LAG008,2024-06,F,35-49,16,0
LAG008,2024-06,F,50+,6,0
LAG008,2024-06,M,<15,5,0
LAG008,2024-06,M,15-24,12,0
LAG008,2024-06,Male,25-34,17,0
LAG008,2024-06,Male,35-49,13,0
LAG008,2024-06,M,50+,4,0
LAG008,2024-07,Female,0-14,8,0
LAG008,2024-07,Female,15-24,26,0
LAG008,2024-07,Female,25-34,26,0
LAG008,2024-07,Female,35-49,19,0
LAG008,2024-07,Female,50+,9,0
LAG008,2024-07,M,<15,5,0
LAG008,2024-07,Male,15-24,17,0
LAG008,2024-07,Male,25-34,21,0
LAG008,2024-07,M,35-49,12,0
LAG008,2024-07,Male,50+,6,0
LAG008,2024-08,Female,<15,8,0
LAG008,2024-08,F,15-24,17,0
LAG008,2024-08,Female,25-34,21,0
LAG008,2024-08,F,35-49,14,0
LAG008,2024-08,Female,50+,6,0
LAG008,2024-08,Male,<15,4,0
LAG008,2024-08,Male,15-24,13,0
LAG008,2024-08,Male,25-34,14,0
LAG008,2024-08,Male,35-49,10,0
LAG008,2024-08,Male,50+,4,0
LAG008,2024-09,Female,<15,7,0
LAG008,2024-09,F,15-24,18,0
LAG008,2024-09,F,25-34,21,1
LAG008,2024-09,Female,35-49,14,0
LAG008,2024-09,Female,50 and above,6,0
LAG008,2024-09,Male,<15,5,0
LAG008,2024-09,Male,15-24,14,0
LAG008,2024-09,Male,25-34,14,0
LAG008,2024-09,male,35-49,11,0
LAG008,2024-09,Male,50+,4,0
LAG008,2024-10,female,<15,7,0
LAG008,2024-10,Female,15-24,18,0
LAG008,2024-10,Female,25-34,20,0
LAG008,2024-10,Female,35-49,14,0
LAG008,2024-10,Female,50+,8,0
LAG008,2024-10,Male,<15,5,0
LAG008,2024-10,Male,15-24,14,0
LAG008,2024-10,Male,25-34,-,0
LAG008,2024-10,Male,35-49,11,0
LAG008,2024-10,Male,50+,4,0
LAG008,2024-11,F,<15,7,0
LAG008,2024-11,Female,15-24,19,0
LAG008,2024-11,Female,25-34,24,0
LAG008,2024-11,F,35-49,20,0
LAG008,2024-11,Female,50 and above,8,0
LAG008,2024-11,Male,<15,5,0
LAG008,2024-11,M,15-24,17,0
LAG008,2024-11,male,25-34,16,0
LAG008,2024-11,Male,35-49,13,0
LAG008,2024-11,Male,50+,5,0
LAG008,2024-12,Female,<15,4,0
LAG008,2024-12,Female,15-24,11,0
LAG008,2024-12,female,25-34,12,0
LAG008,2024-12,Female,35-49,9,0
LAG008,2024-12,Female,50+,4,0
LAG008,2024-12,male,<15,2,0
LAG008,2024-12,Male,15-24,8,0
LAG008,2024-12,M,25-34,10,0
LAG008,2024-12,Male,35-49,6,0
LAG008,2024-12,Male,50+,3,0
LAG009,2024-01,Female,<15,16,0
LAG009,2024-01,Female,15-24,47,0
LAG009,2024-01,Female,25-34,54,2
LAG009,2024-01,Female,35-49,36,1
LAG009,2024-01,Female,50+,19,0
LAG009,2024-01,Male,<15,11,0
LAG009,2024-01,Male,15-24,36,0
LAG009,2024-01,Male,25-34,41,1
LAG009,2024-01,Male,35-49,26,0
LAG009,2024-01,Male,50+,11,0
LAG009,2024-02,F,<15,20,0
LAG009,2024-02,Female,15-24,48,1
LAG009,2024-02,Female,25-34,53,2
LAG009,2024-02,Female,35-49,42,1
LAG009,2024-02,Female,50+,16,0
LAG009,2024-02,Male,<15,12,0
LAG009,2024-02,Male,15-24,34,0
LAG009,2024-02,Male,25-34,40,1
LAG009,2024-02,male,35-49,29,1
LAG009,2024-02,Male,50+,15,0
LAG009,2024-03,Female,<15,31,0
LAG009,2024-03,Female,15-24,72,0
LAG009,2024-03,Female,25-34,77,1
LAG009,2024-03,F,35-49,65,1
LAG009,2024-03,Female,50+,29,0
LAG009,2024-03,Male,<15,19,0
LAG009,2024-03,Male,15 - 24,59,0
LAG009,2024-03,Male,25-34,63,1
LAG009,2024-03,Male,35-49,41,0
LAG009,2024-03,Male,50 and above,16,0
LAG009,2024-04,Female,<15,29,0
LAG009,2024-04,Female,15 - 24,66,1
LAG009,2024-04,Female,25-34,73,3
LAG009,2024-04,Female,35-49,67,3
LAG009,2024-04,Female,50+,25,0
LAG009,2024-04,M,<15,16,0
LAG009,2024-04,Male,15-24,50,1
LAG009,2024-04,Male,25-34,63,2
LAG009,2024-04,Male,35-49,40,1
LAG009,2024-04,Male,50+,20,0
LAG009,2024-05,Female,<15,35,0
LAG009,2024-05,Female,15-24,103,1
LAG009,2024-05,F,25-34,114,3
LAG009,2024-05,F,35-49,66,1
LAG009,2024-05,Female,50 and above,35,0
LAG009,2024-05,Male,<15,21,0
LAG009,2024-05,male,15-24,72,0
LAG009,2024-05,Male,25-34,83,2
LAG009,2024-05,Male,35-49,55,1
LAG009,2024-05,Male,50+,24,0
LAG009,2024-06,female,<15,30,0
LAG009,2024-06,Female,15-24,92,1
LAG009,2024-06,Female,25-34,103,
LAG009,2024-06,Female,35-49,68,2
LAG009,2024-06,Female,50+,29,0
LAG009,2024-06,Male,<15,24,0
LAG009,2024-06,Male,15-24,73,1
LAG009,2024-06,Male,25-34,65,2
LAG009,2024-06,Male,35-49,47,1
LAG009,2024-06,Male,50+,23,0
LAG009,2024-07,F,<15,34,0
LAG009,2024-07,female,15 - 24,96,2
LAG009,2024-07,Female,25-34,112,4
LAG009,2024-07,Female,35-49,66,2
LAG009,2024-07,Female,50+,33,0
LAG009,2024-07,Male,<15,23,0
LAG009,2024-07,Male,15-24,64,1
LAG009,2024-07,Male,25-34,85,3
LAG009,2024-07,Male,35-49,52,2
LAG009,2024-07,Male,50+,22,0
LAG009,2024-08,Female,<15,28,0
LAG009,2024-08,Female,15-24,80,1
LAG009,2024-08,Female,25-34,84,2
LAG009,2024-08,Female,35-49,61,1
LAG009,2024-08,Female,50+,21,0
LAG009,2024-08,Male,<15,20,0
LAG009,2024-08,Male,15-24,50,0
LAG009,2024-08,Male,25-34,65,2
LAG009,2024-08,male,35-49,44,1
LAG009,2024-08,Male,50+,20,0
LAG009,2024-09,Female,<15,26,0
LAG009,2024-09,Female,15-24,88,1
LAG009,2024-09,Female,25-34,83,3
LAG009,2024-09,Female,35-49,71,2
LAG009,2024-09,Female,50+,33,0
LAG009,2024-09,Male,<15,24,0
LAG009,2024-09,Male,15-24,-,1
LAG009,2024-09,Male,25-34,69,2
LAG009,2024-09,Male,35-49,45,1
LAG009,2024-09,M,50+,23,0
LAG009,2024-10,Female,<15,31,0
LAG009,2024-10,Female,15-24,82,1
LAG009,2024-10,Female,25-34,84,3
LAG009,2024-10,Female,35-49,62,2
LAG009,2024-10,Female,50+,32,0
LAG009,2024-10,Male,<15,23,0
LAG009,2024-10,Male,15-24,51,0
LAG009,2024-10,Male,25-34,61,2
LAG009,2024-10,Male,35-49,52,1
LAG009,2024-10,M,50+,22,0
LAG009,2024-11,Female,<15,23,0
LAG009,2024-11,Female,15-24,60,0
LAG009,2024-11,F,25-34,64,1
LAG009,2024-11,Female,35-49,61,1
LAG009,2024-11,F,50+,21,0
LAG009,2024-11,Male,<15,17,0
LAG009,2024-11,Male,15-24,52,0
LAG009,2024-11,Male,25-34,46,0
LAG009,2024-11,M,35-49,36,0
LAG009,2024-11,M,50+,15,0
LAG009,2024-12,Female,<15,N/A,0
LAG009,2024-12,Female,15-24,59,1
LAG009,2024-12,F,25-34,66,3
LAG009,2024-12,F,35-49,48,2
LAG009,2024-12,Female,50+,19,0
LAG009,2024-12,Male,<15,15,0
LAG009,2024-12,Male,15-24,41,1
LAG009,2024-12,male,25-34,46,2
LAG009,2024-12,Male,35-49,37,1
LAG009,2024-12,Male,50+,17,0
LAG010,2024-01,F,<15,13,0
LAG010,2024-01,female,15-24,36,0
LAG010,2024-01,Female,25-34,46,0
LAG010,2024-01,Female,35-49,33,0
LAG010,2024-01,Female,50+,14,0
LAG010,2024-01,Male,<15,11,0
LAG010,2024-01,Male,15-24,29,0
LAG010,2024-01,Male,25-34,28,0
LAG010,2024-01,Male,35-49,24,0
LAG010,2024-01,Male,50+,10,0
LAG010,2024-02,Female,<15,26,0
LAG010,2024-02,Female,15-24,89,2
LAG010,2024-02,Female,25-34,91,5
LAG010,2024-02,Female,35-49,66,3
LAG010,2024-02,Female,50+,35,1
LAG010,2024-02,Male,<15,25,0
LAG010,2024-02,Male,15-24,60,1
LAG010,2024-02,Male,25-34,65,3
LAG010,2024-02,Male,35-49,49,2
LAG010,2024-02,M,50+,23,0
LAG010,2024-03,Female,<15,29,0
LAG010,2024-03,Female,15-24,81,1
LAG010,2024-03,Female,25-34,78,2
LAG010,2024-03,Female,35-49,62,2
LAG010,2024-03,Female,50+,26,0
LAG010,2024-03,Male,<15,22,0
LAG010,2024-03,Male,15-24,58,1
LAG010,2024-03,Male,25-34,58,2
LAG010,2024-03,M,35-49,44,1
LAG010,2024-03,M,50+,17,0
LAG010,2024-04,Female,<15,35,0
LAG010,2024-04,Female,15-24,-,1
LAG010,2024-04,Female,25-34,98,4
LAG010,2024-04,Female,35-49,62,2
LAG010,2024-04,Female,50+,31,0
LAG010,2024-04,Male,<15,20,0
LAG010,2024-04,male,15 - 24,55,1
LAG010,2024-04,Male,25-34,74,3
LAG010,2024-04,Male,35-49,,2
LAG010,2024-04,Male,50+,23,0
LAG010,2024-05,Female,<15,36,0
LAG010,2024-05,Female,15-24,96,2
LAG010,2024-05,Female,25-34,114,6
LAG010,2024-05,Female,35-49,93,4
LAG010,2024-05,Female,50+,40,1
LAG010,2024-05,Male,<15,28,0
LAG010,2024-05,M,15-24,78,2
LAG010,2024-05,Male,25-34,87,4
LAG010,2024-05,male,35-49,57,3
LAG010,2024-05,Male,50+,24,0
LAG010,2024-06,F,<15,32,0
LAG010,2024-06,Female,15-24,106,1
LAG010,2024-06,Female,25-34,103,2
LAG010,2024-06,Female,35-49,78,1
LAG010,2024-06,Female,50+,33,0
LAG010,2024-06,Male,<15,25,0
LAG010,2024-06,Male,15-24,72,0
LAG010,2024-06,Male,25-34,73,1
LAG010,2024-06,Male,35-49,63,1
LAG010,2024-06,Male,50 and above,22,0
LAG010,2024-07,F,<15,46,1
LAG010,2024-07,F,15-24,110,3
LAG010,2024-07,Female,25-34,124,7
LAG010,2024-07,Female,35-49,104,6
LAG010,2024-07,Female,50+,43,1
LAG010,2024-07,Male,<15,33,1
LAG010,2024-07,Male,15-24,90,2
LAG010,2024-07,Male,25-34,95,5
LAG010,2024-07,M,35-49,62,3
LAG010,2024-07,M,50+,29,0
LAG010,2024-08,Female,0-14,38,0
LAG010,2024-08,Female,15-24,99,1
LAG010,2024-08,Female,25-34,122,4
LAG010,2024-08,Female,35-49,89,3
LAG010,2024-08,Female,50+,38,0
LAG010,2024-08,Male,<15,27,0
LAG010,2024-08,M,15-24,83,1
LAG010,2024-08,male,25-34,85,2
LAG010,2024-08,Male,35-49,62,2
LAG010,2024-08,Male,50+,22,0
LAG010,2024-09,Female,<15,30,0
LAG010,2024-09,Female,15-24,87,1
LAG010,2024-09,Female,25-34,86,3
LAG010,2024-09,Female,35-49,64,2
LAG010,2024-09,Female,50+,31,0
LAG010,2024-09,Male,<15,18,0
LAG010,2024-09,Male,15-24,61,1
LAG010,2024-09,Male,25-34,71,2
LAG010,2024-09,M,35-49,41,1
LAG010,2024-09,Male,50+,24,0
LAG010,2024-10,Female,<15,28,0
LAG010,2024-10,Female,15 - 24,75,1
LAG010,2024-10,Female,25-34,95,3
LAG010,2024-10,Female,35-49,68,2
LAG010,2024-10,Female,50+,27,0
LAG010,2024-10,Male,<15,22,0
LAG010,2024-10,Male,15-24,50,0
LAG010,2024-10,Male,25-34,69,2
LAG010,2024-10,Male,35-49,51,1
LAG010,2024-10,Male,50+,21,0
LAG010,2024-11,Female,<15,20,0
LAG010,2024-11,F,15-24,54,1
LAG010,2024-11,Female,25-34,74,4
LAG010,2024-11,Female,35-49,50,3
LAG010,2024-11,Female,50+,19,0
LAG010,2024-11,Male,<15,15,0
LAG010,2024-11,Male,15-24,40,1
LAG010,2024-11,Male,25-34,54,3
LAG010,2024-11,Male,35-49,31,2
LAG010,2024-11,M,50+,15,0
LAG010,2024-12,Female,<15,26,0
LAG010,2024-12,Female,15-24,83,1
LAG010,2024-12,Female,25-34,80,3
LAG010,2024-12,Female,35-49,75,3
LAG010,2024-12,F,50+,30,0
LAG010,2024-12,Male,<15,21,0
LAG010,2024-12,Male,15-24,55,1
LAG010,2024-12,Male,25-34,66,3
LAG010,2024-12,Male,35-49,50,2
LAG010,2024-12,Male,50+,20,0
LAG011,2024-01,Female,<15,30,0
LAG011,2024-01,Female,15 - 24,81,1
LAG011,2024-01,F,25-34,97,3
LAG011,2024-01,Female,35-49,64,2
LAG011,2024-01,F,50+,28,0
LAG011,2024-01,Male,<15,20,0
LAG011,2024-01,Male,15-24,53,0
LAG011,2024-01,Male,25-34,75,2
LAG011,2024-01,Male,35-49,46,1
LAG011,2024-01,M,50+,22,0
LAG011,2024-02,Female,<15,32,0
LAG011,2024-02,F,15-24,108,1
LAG011,2024-02,Female,25-34,100,2
LAG011,2024-02,Female,35-49,82,1
LAG011,2024-02,Female,50+,41,0
LAG011,2024-02,male,<15,22,0
LAG011,2024-02,Male,15-24,76,0
LAG011,2024-02,Male,25-34,84,1
LAG011,2024-02,Male,35-49,52,1
LAG011,2024-02,Male,50+,27,0
LAG011,2024-03,F,<15,37,0
LAG011,2024-03,Female,15-24,116,1
LAG011,2024-03,F,25-34,122,3
LAG011,2024-03,F,35-49,81,2
LAG011,2024-03,Female,50+,43,0
LAG011,2024-03,Male,<15,30,0
LAG011,2024-03,Male,15-24,87,1
LAG011,2024-03,Male,25-34,92,2
LAG011,2024-03,Male,35-49,56,1
LAG011,2024-03,Male,50+,24,0
LAG011,2024-04,Female,<15,39,0
LAG011,2024-04,Female,15-24,134,1
LAG011,2024-04,Female,25-34,118,3
LAG011,2024-04,Female,35-49,106,3
LAG011,2024-04,Female,50+,40,0
LAG011,2024-04,Male,0-14,N/A,0
LAG011,2024-04,M,15-24,100,1
LAG011,2024-04,Male,25-34,94,2
LAG011,2024-04,Male,35-49,67,1
LAG011,2024-04,Male,50+,29,0
LAG011,2024-05,Female,<15,41,0
LAG011,2024-05,F,15-24,92,1
LAG011,2024-05,Female,25-34,115,3
LAG011,2024-05,Female,35-49,75,2
LAG011,2024-05,Female,50+,38,0
LAG011,2024-05,Male,<15,23,0
LAG011,2024-05,Male,15-24,81,1
LAG011,2024-05,Male,25-34,79,2
LAG011,2024-05,Male,35-49,52,1
LAG011,2024-05,Male,50+,25,0
LAG011,2024-06,Female,<15,51,0
LAG011,2024-06,Female,15-24,121,1
LAG011,2024-06,Female,25-34,148,3
LAG011,2024-06,Female,35-49,103,2
LAG011,2024-06,female,50+,48,0
LAG011,2024-06,Male,<15,38,0
LAG011,2024-06,Male,15-24,104,1
LAG011,2024-06,M,25-34,94,2
LAG011,2024-06,Male,35-49,70,1
LAG011,2024-06,Male,50+,33,0
LAG011,2024-07,female,<15,48,0
LAG011,2024-07,Female,15-24,116,0
LAG011,2024-07,Female,25-34,133,1
LAG011,2024-07,female,35-49,82,1
LAG011,2024-07,Female,50+,36,0
LAG011,2024-07,M,<15,25,0
LAG011,2024-07,Male,15 - 24,85,0
LAG011,2024-07,Male,25-34,93,1
LAG011,2024-07,Male,35-49,66,0
LAG011,2024-07,Male,50+,31,0
LAG011,2024-08,Female,<15,52,0
LAG011,2024-08,Female,15-24,149,1
LAG011,2024-08,F,25-34,161,4
LAG011,2024-08,Female,35-49,101,2
LAG011,2024-08,Female,50+,52,0
LAG011,2024-08,male,<15,31,0
LAG011,2024-08,Male,15-24,105,N/A
LAG011,2024-08,male,25-34,117,2
LAG011,2024-08,Male,35-49,79,1
LAG011,2024-08,Male,50+,40,0
LAG011,2024-09,Female,<15,42,0
LAG011,2024-09,Female,15-24,115,1
LAG011,2024-09,Female,25-34,108,3
LAG011,2024-09,Female,35-49,79,2
LAG011,2024-09,Female,50+,41,0
LAG011,2024-09,Male,<15,26,0
