facility_id,facility_name,state,lga,report_month,hts_tst,hts_tst_pos,tx_new,tx_curr,tx_ml,pmtct_stat,pmtct_stat_pos,pmtct_art,tb_screen,tb_pos,vl_eligible,vl_result_received,vl_suppressed,date_submitted,reported_by
RIV008,Teaching Hospital Obio/Akpor II,Rivers,Obio/Akpor,2024-04-30,1714,62,61,4090,68,384,9,7,2425,50,3356,2984,2536,2024-05-21,M&E Officer
BEN010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,2022-04-30,379,3,2,848,5,90,0,0,653,5,737,593,506,2022-06-15,Facility Focal Person
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,2023-07-31,305,2,1,453,8,79,0,0,414,9,311,194,160,2023-08-15,Data Clerk
BEN014,Comprehensive Health Centre Gboko II,Benue,Gboko,31/08/2024,635,8,6,752,6,193,1,0,550,14,577,541,492,2024-09-13,M&E Officer
lag001,Primary Health Centre Ikorodu,Lagos,Ikorodu,2023-11-30,384,20,19,337,1,109,4,3,196,1,264,153,135,2023-12-13,Data Clerk
LAG005,Mission Hospital Agege,Lagos,Agege,2024-12-31,1120,45,41,1862,17,340,2,1,1680,25,1708,1518,1282,2025-01-15,Data Clerk
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2023-03-31,1810,53,52,4787,15,462,4,3,3513,78,3487,2944,2680,2023-04-15,M&E Officer
AKS012,Cottage Hospital Oron II,Akwa Ibom,Oron,2022-04-30,965,39,33,423,5,208,6,4,393,10,316,278,260,2022-05-13,Data Clerk
CRS008,Cottage Hospital Ogoja II,Cross River,Ogoja,2023-12-31,553,21,19,2140,39,111,138,3,1642,25,1547,1348,N/A,2024-01-13,Facility Focal Person
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2022-04-30,293,0,0,313,5,85,0,0,269,6,221,209,175,2022-05-11,Facility Focal Person
FCT004,Model Primary Health Centre Kuje,FCT,Kuje,30/04/2022,310,13,9,1350,12,82,2,1,928,19,936,686,643,2022-05-29,M&E Officer
BEN008,  Teaching Hospital Gboko II ,Benue,Gboko,Jan-2024,2519,90,76,6280,97,732,9,7,3886,75,4301,3451,2949,2024-02-16,M&E Officer
LAG015,Model Primary Health Centre Badagry II,Lagos,Badagry,2024-12-31,313,10,9,1074,12,70,1,0,655,14,968,746,711,2025-01-15,Facility Focal Person
NAS006,Primary Health Centre Lafia II,Nasarawa,Lafia,2022-02-28,223,11,9,1039,13,55,0,0,932,17,788,nil,428,2022-03-13,Facility Focal Person
RIV013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2022-11-30,582,17,13,2216,19,156,6,5,1600,34,1839,1415,1339,2022-12-13,M&E Officer
AKS013,MODEL PRIMARY HEALTH CENTRE ABAK II,Akwa Ibom,Abak,2024-01-31,351,10,8,634,7,86,2,1,385,7,459,396,356,2024-02-11,Data Clerk
KAD010,COTTAGE HOSPITAL CHIKUN II,Kaduna,Chikun,2023-04-30,267,8,7,951,15,59,1,0,708,10,722,587,538,2023-05-11,Data Clerk
CRS009,Comprehensive Health Centre Obudu II,Cross River,Obudu,2023-06-30,488,20,14,842,2,,1,0,619,7,752,662,574,2023-07-21,Facility Focal Person
LAG099,Primary Health Centre Surulere II,Lagos,Surulere,2022-11-30,462,18,13,938,9,111,4,3,753,18,664,535,481,2022-12-15,Facility Focal Person
CRS009,Comprehensive Health Centre Obudu II,Cross River,Obudu,Jun-2022,554,20,17,728,5,123,2,1,635,13,N/A,517,424,2022-07-13,Facility Focal Person
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2022-07-31,239,0,0,483,7,58,0,0,300,5,331,286,256,2022-09-15,Data Clerk
RIV003,Comprehensive Health Centre Khana,Rivers,Khana,2024-06-30,448,23,16,1076,5,108,1,0,776,14,923,817,730,2024-07-13,Data Clerk
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,28/02/2023,415,11,10,952,7,115,0,0,661,14,839,506,459,2023-03-13,Data Clerk
NAS014,Teaching Hospital Akwanga II,Nasarawa,Akwanga,2024-08-31,2343,83,66,5101,66,596,9,7,4476,77,4110,2690,2374,2024-10-16,Facility Focal Person
FCT013,Cottage Hospital Gwagwalada II,FCT,Gwagwalada,2024-04-30,1133,13,9,1246,22,222,1,0,926,16,1156,1058,1002,2024-05-15,Data Clerk
NAS013,General Hospital Keffi II,Nasarawa,Keffi,2022-08-31,491,19,16,"1,640",10,146,4,3,1187,27,1207,1006,913,2022-09-15,Facility Focal Person
FCT004,Model Primary Health Centre Kuje,FCT,Kuje,2024-05-31,406,12,10,1262,20,102,6,5,1193,13,949,822,737,2024-06-13,Facility Focal Person
LAG008,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2023-05-31,125,9,7,805,13,21,0,0,503,14,597,381,361,2023-06-16,Facility Focal Person
CRS014,Comprehensive Health Centre Obudu II,Cross-River,Obudu,2024-05-31,394,15,11,189,3,58,1,0,163,2,132,77,71,2024-06-13,M&E Officer
CRS002,Comprehensive Health Centre Ikom,Cross River,Ikom,2024-05-31,187,8,6,269,4,21,1,0,178,3,196,151,140,2024-06-11,Data Clerk
KAD003,MISSION HOSPITAL ZARIA,Kaduna,Zaria,2023-09-30,1005,49,38,2777,8,198,3,2,2542,38,2024,1603,1315,2023-10-15,Data Clerk
RIV009,Mission Hospital Khana II,Rivers,Khana,2023-06-30,545,4,3,806,6,171,1,0,598,11,578,395,378,2023-07-16,M&E Officer
riv001,Model Primary Health Centre Port Harcourt,Rivers,Port Harcourt,2022-03-31,101,0,0,1170,12,23,0,0,1023,16,803,591,539,2022-04-16,Data Clerk
AKS003,MODEL PRIMARY HEALTH CENTRE EKET,Akwa Ibom,Eket,2023-08-31,N/A,18,13,334,0,92,3,2,309,312,,229,214,2023-09-16,Facility Focal Person
crs012,Model Primary Health Centre Ikom II,Cross River,Ikom,2023-03-31,342,7,5,791,14,64,1,0,616 ,9,735,434,356,2023-05-16,Data Clerk
LAG011,Cottage Hospital Agege II,Lagos,Agege,Apr-2022,472,5,3,1825,28,145,1,0,1260,18,1313,1040,998,2022-05-18,M&E Officer
NAS010,TEACHING HOSPITAL NASARAWA II,Nasarawa,Nasarawa,30/04/2024,3108,N/A,-3,5455,19,769,36,28,4017,69,4763,3411,2841,2024-05-13,M&E Officer
KAD014,General Hospital Sabon Gari II,Kaduna,Sabon Gari,31/01/2024,219,5,4,2327,7,45,1,0,1959,33,1619,1522,1406,2024-02-11,Data Clerk
FCT011,Cottage Hospital AMAC II,FCT,AMAC,Feb-2023,389,17,14,2199,7,81,0,0,1590,37,1872,1652,1573,2023-03-13,Data Clerk
NAS003,Cottage Hospital Keffi,Nasarawa,Keffi,29/02/2024,274,1,0,1543,18,50,1,0,1435,22,1244,1121,1037,2024-03-18,Data Clerk
riv015,Specialist Hospital Khana II,Rivers,Khana,2022-05-31,457,16,14,2429,46,101,3,2,1609,28,2085,1551,1341,2022-06-15,M&E Officer
LAG010,Primary Health Centre Surulere II,Lagos,Surulere,2023-09-30,451,16,11,948,18,134,4,3,568,8,720,450,389,2023-10-13,Data Clerk
AKS007,Teaching Hospital Ikono,Akwa Ibom,Ikono,31/10/2023,733,7,5,5729,101,167,1,0,4239,67,4288,3834,3427,2023-11-18,Data Clerk
FCT005,Primary Health Centre Abaji,FCT,Abaji,May-2023,617,682,9,518,1,168,2,1,349,6,425,338,298,2023-06-16,Facility Focal Person
BEN002,Specialist Hospital Gboko,Benue,Gboko,2023-06-30,2044,43,35,4517,74,493,4,3,3320,71,3387,2465,2274,2023-07-16,Data Clerk
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2022-10-31,765,16,11,5298,81,76,0,0,4010,72,4054,3209,2988,2022-11-18,Data Clerk
CRS001,MODEL PRIMARY HEALTH CENTRE CALABAR MUNICIPAL,Cross River,Calabar Municipal,2023-09-30,249,7,5,689,6,-,1,0,457 ,5,610,579,502,2023-10-13,Data Clerk
AKS005,Comprehensive Health Centre Oron,Akwa Ibom,Oron,2023-08-31,144,3,2,1097,2,27,0,0,999,15,794,671,551,2023-10-16,Data Clerk
NAS013,General Hospital Keffi II,Nasarawa,Keffi,Nov-2024,676,41,31,1687,28,159,3,2,1394,35,1335,831,691,2024-12-21,Facility Focal Person
FCT013,Cottage Hospital Gwagwalada II,FCT,Gwagwalada,2024-11-30,1354,14,10,1242,18,240,1,0,694,12,909,832,702,2024-12-21,M&E Officer
XXX999,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2022-11-30,161,14,10,786,10,23,1,0,,4,666,529,452,2022-12-21,Data Clerk
FCT010,Model Primary Health Centre Abaji II,FCT,Abaji,2023-12-31,390,423,10,430,3,41,0,0,295,7,371,251,239,2024-01-16,Facility Focal Person
NAS009,  COTTAGE HOSPITAL AKWANGA II ,Nasarawa,Akwanga,2023-02-28,1052,4,3,478,2,182,0,0,417,5,444,405,374,2023-03-11,Facility Focal Person
KAD011,Primary Health Centre Kaduna North II,Kaduna,Kaduna North,2023-12-31,216,3,2,573,7,34,1,0,371,6,448,375,329,2024-01-16,Data Clerk
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2023-04-30,1073,22,18,5001,64,241,3,2,3436,59,4136,3735,3071,2023-05-13,M&E Officer
FCT008,Teaching Hospital Gwagwalada II,FCT,Gwagwalada,31/12/2023,762,43,38,4861,75,120,3,2,4207,83,4310,3006,2808,2024-01-18,M&E Officer
XXX999,Comprehensive Health Centre Akamkpa II,Cross River,Akamkpa,2022-01-31,58,0,0,443,3,14,0,0,372,10,311,206,192,2022-02-13,Data Clerk
CRS004,Comprehensive Health Centre Obudu,Cross River,Obudu,2023-09-30,237,2,1,459,1,26,103,0,421,7,337,210,181,2023-10-18,Facility Focal Person
FCT002,  General Hospital Bwari ,FCT,Bwari,2022-03-31,95,5,3,649,4,13,0,0,486,9,521,346,327,2022-04-21,Facility Focal Person
fct014,GENERAL HOSPITAL KUJE II,FCT,Kuje,2024-11-30,928,44,39,2607,8,270,7,5,1602,25,1952,1487,1347,2024-12-21,Facility Focal Person
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2024-06-30,231,2,1,396,4,72,1,0,299,5,349,297,279,2024-07-13,M&E Officer
NAS010,TEACHING HOSPITAL NASARAWA II,Nasarawa,Nasarawa,2023-02-28,1570,74,65,4757,48,164,10,9,3732,48,3390,2825,2480,2023-03-16,M&E Officer
KAD012,  Comprehensive Health Centre Kaduna South II ,Kaduna,Kaduna South,2023-09-30,441,4,2,640,11,108,0,0,480,6,564,491,404,2023-10-13,Facility Focal Person
BEN011,Model Primary Health Centre Katsina-Ala II,Benue,Katsina-Ala,May-2023,280,13,9,340,1,72,0,0,309,5,246,213,179,2023-06-18,M&E Officer
RIV002,Teaching Hospital Obio/Akpor,Rivers,Obio/Akpor,2023-06-30,1696,31,24,4637,31,206,2,1,3993,70,3986,2259,1879,2023-07-16,Data Clerk
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2022-06-30,268,3,2,673,8,71,1,0,406,6,584,497,441,2022-07-16,Data Clerk
RIV001,Model Primary Health Centre Port Harcourt,Rivers,Port Harcourt,2023-09-30,121,0,0,938,17,37,0,0,571,8,710,436,381,2023-10-13,M&E Officer
CRS009,Comprehensive Health Centre Obudu II,Cross River,Obudu,2023-11-30,541,31,24,893,12,166,8,6,597,5,729,618,545,2023-12-21,Data Clerk
NAS012,  Mission Hospital Karu II ,Nasarawa,Karu,2024-03-31,1013,25,22,1347,20,304,4,3,1261,21,1076,1013,914,2024-04-13,M&E Officer
AKS007,Teaching Hospital Ikono,Akwa Ibom,Ikono,2024-04-30,1146,10,9,5376,83,172,1,0,3007,63,4803,3714,3086,2024-05-29,Facility Focal Person
BEN008,Teaching Hospital Gboko II,Benue,Gboko,Dec-2022,1909,31,28,6151,86,551,8,7,3845,55,5720,4101,3397,2023-01-16,M&E Officer
FCT001,Mission Hospital AMAC,FCT,AMAC,31/03/2024,1171,13,10,1196,18,301,1,0,1083,17,1010,936,800,2024-04-15,Data Clerk
KAD008,MODEL PRIMARY HEALTH CENTRE ZARIA II,Kaduna,Zaria,2023-09-30,418,10,8,1183,23,112,1,0,853,18,1048,678,558,2023-10-16,M&E Officer
BEN011,Model Primary Health Centre Katsina-Ala II,Benue,Katsina-Ala,31/07/2022,256,4,3,312,3,43,1,0,212,4,261,200,195,2022-08-29,Data Clerk
AKS008,Primary Health Centre Uyo II,Akwa Ibom,Uyo,2022-10-31,91,2,1,85,0,27,0,0,70,0,59,41,38,2022-11-16,Data Clerk
fct001,Mission Hospital AMAC,FCT,AMAC,2023-04-30,-6,11,8,1274,14,271,1,0,863,17,906,632,532,2023-05-11,M&E Officer
LAG003,Teaching Hospital Badagry,Lagos,Badagry,2022-02-28,2260,69,66,6099,36,268,7,6,3593,61,5504,4487,3721,2022-03-11,Data Clerk
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,2022-02-28,448,4,3,634,7,136,5,3,585,11,515,427,383,2022-03-16,Data Clerk
KAD014,General Hospital Sabon Gari II,Kaduna,Sabon Gari,2022-08-31,199,5,3,2694,32,21,0,0,1567,29,2002,1355,1310,2022-09-13,M&E Officer
RIV009,Mission Hospital Khana II,RIVERS,Khana,2022-07-31,542,5,3,842,12,108,2,1,760,10,733,430,399,2022-08-15,Facility Focal Person
TMP001,  Primary Health Centre Ikorodu II ,Lagos,Ikorodu,Nov-2024,423,8,6,647,10,130,5,4,553 ,9,515,335,322,2024-12-21,Data Clerk
LAG011,Cottage Hospital Agege II,Lagos,Agege,30/11/2024,671,18,15,"1,545",21,67,0,0,1037,22,1377,1256,1168,2024-12-18,Facility Focal Person
AKS010,General Hospital Eket II,Akwa Ibom,Eket,2023-05-31,733,5,4,"1,672",31,83,2,1,1577,31,1302,775,756,2023-06-21,M&E Officer
LAG099,Primary Health Centre Otukpo II,Benue,Otukpo,Oct-2023,145,5,3,758,11,21,1,0,453,10,690,396,346,2023-11-16,Data Clerk
NAS011,Mission Hospital Lafia II,Nasarawa,Lafia,31/05/2023,1496,12,10,2620,20,253,1,0,1925,27,1939,nil,1039,2023-06-18,Facility Focal Person
XXX999,Primary Health Centre Ikono II,Akwa Ibom,Ikono,2023-01-31,226,9,6,598,11,44,0,0,347,8,433,302,280,2023-02-11,Data Clerk
KAD010,Cottage Hospital Chikun II,Kaduna,Chikun,2024-02-29,210,11,10,964,11,26,0,0,652,7,830,621,523,2024-03-13,M&E Officer
NAS010,Teaching Hospital Nasarawa II,Nasarawa,Nasarawa,2022-03-31,1954,92,67,"4,472",75,439,11,9,3189,61,3231,2372,2275,2022-04-21,Data Clerk
FCT007,Specialist Hospital Bwari II,FCT,Bwari,30/09/2022,1734,37,  ,4426,79,388,3,2,3340,63,3112,2035,1964,2022-10-15,Data Clerk
KAD012,Comprehensive Health Centre Kaduna South II,Kaduna,Kaduna South,2024-01-31,446,5,4,628,4,79,0,0,535,11,460,366,314,2024-02-16,Data Clerk
LAG005,  Mission Hospital Agege ,Lagos,Agege,2022-07-31,1299,36,32,"1,539",24,257,2,1,878,15,1322,1074,927,2022-08-16,M&E Officer
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2023-01-31,337,3,2,312,2,52,0,0,267,6,258,153,140,2023-03-01,Facility Focal Person
NAS015,  Specialist Hospital Nasarawa II ,Nasarawa,Nasarawa,2024-12-31,1239,52,39,3400,36,395,5,4,2580 ,39,3064,2348,1966,2025-01-13,Data Clerk
KAD008,MODEL PRIMARY HEALTH CENTRE ZARIA II,Kaduna,Zaria,Dec-2024,330,9,7,1161,11,66,1,0,781,15,807,588,512,2025-01-13,M&E Officer
NAS999,  Specialist Hospital Zaria II ,Kaduna,Zaria,2022-07-31,2444,143,119,1788,29,394,13,11,1078,25,1578,1018,956,2022-08-29,Facility Focal Person
KAD006,SPECIALIST HOSPITAL KADUNA NORTH II,Kaduna,Kaduna North,2022-07-31,2118,46,41,1571,19,262,4,3,1113,25,1169,651,685,2022-08-13,Data Clerk
BEN006,Primary Health Centre Vandeikya,Benue,Vandeikya,30/04/2023,236,10,9,334,5,45,1,0,187,2,257,188,171,2023-05-29,Data Clerk
FCT007,Specialist Hospital Bwari II,FCT,Bwari,2024-11-30,2005,36,34,4229,63,468,3,2,2390,41,3341,2610,2518,2024-12-18,M&E Officer
NAS003,  Cottage Hospital Keffi ,Nasarawa,Keffi,Jun-2023,373,4,3,1647,15,89,1,0,1089,28,1395,1302,1266,2023-07-11,Facility Focal Person
NAS002,Cottage Hospital Karu,Nasarawa,Karu,2023-11-30,473,2,1,305,4,96,0,0,238,3,265,178,151,2023-12-11,M&E Officer
AKS010,  General Hospital Eket II ,Akwa-Ibom,Eket,2023-12-31,623,10,9,1604,23,115,0,0,1267 ,17,1105,660,560,2024-01-15,M&E Officer
CRS011,Comprehensive Health Centre Calabar Municipal II,cross river,Calabar Municipal,2022-03-31,293,7,6,454,7,44,2,1,388,6,363,205,168,2022-04-16,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,2022-11-30,858,4,3,478,5,200,2,1,321,7,381,259,238,2022-12-29,Data Clerk
NAS007,General Hospital Karu II,Nasarawa,Karu,2024-02-29,669,-,4,2128,10,137,1,0,1189,17,1486,1367,N/A,2024-03-15,Facility Focal Person
BEN010,Model Primary Health Centre Okpokwu II,Benue,Okpokwu,Dec-2023,313,2,1,725,7,50,0,0,632,13,630,579,476,2024-01-13,M&E Officer
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,30/09/2022,442,7,6,864,16,126,2,1,610,15,740,482,462,2022-10-18,Data Clerk
LAG014,  Cottage Hospital Lagos Island II ,Lagos,Lagos Island,2023-07-31,744,12,10,1794,16,98,0,0,1393,22,1419,1101,952,2023-08-16,Data Clerk
RIV003,Comprehensive Health Centre Khana,Rivers,Khana,30/09/2023,310,14,13,1036,7,62,1,0,663,14,712,441,418,2023-10-11,Data Clerk
LAG099,Comprehensive Health Centre Calabar Municipal II,Cross-River,Calabar Municipal,2023-09-30,363,5,4,482,3,64,1,0,325,8,347,239,215,2023-10-11,Facility Focal Person
KAD015,General Hospital Chikun II,Kaduna,Chikun,2022-05-31,352,11,7,"1,924",13,110,0,0,1094,32,1450,1161,1107,2022-06-16,Facility Focal Person
CRS006,Primary Health Centre Calabar Municipal II,Cross River,Calabar Municipal,30/06/2023,613,22,18,1339,8,119,0,0,1156,21,1082,691,621,2023-07-18,M&E Officer
KAD004,Specialist Hospital Sabon Gari,Kaduna,Sabon Gari,2023-04-30,2626,152,130,4535,33,415,5,4,2781,46,3488,1960,1805,2023-05-16,M&E Officer
BEN011,Model Primary Health Centre Katsina-Ala II,Benue,Katsina-Ala,2024-06-30,267,7,6,389,1,47,0,0,352,4,336,234,211,2024-07-29,Data Clerk
CRS004,  Comprehensive Health Centre Obudu ,Cross River,Obudu,Jun-2024,299,8,6,459,4,82,2,1,300,7,345,251,226,2024-07-13,Data Clerk
AKS004,Comprehensive Health Centre Etinan,Akwa Ibom,Etinan,2022-08-31,192,7,6,991,6,51,1,0,682,14,748,670,564,2022-09-11,Facility Focal Person
NAS005,MISSION HOSPITAL NASARAWA,Nasarawa,Nasarawa,2023-08-31,1447,40,38,543,3,186,3,2,315,3,503,402,348,2023-09-13,Data Clerk
BEN012,Cottage Hospital Vandeikya II,Benue,Vandeikya,2023-11-30,502,5,4,454,5,137,0,0,352,5,407,343,325,2023-12-13,Facility Focal Person
BEN005,Model Primary Health Centre Katsina-Ala,Benue,Katsina-Ala,2022-09-30,619,23,18,455,5,118,3,2,323,6,402,271,264,2022-10-21,Data Clerk
NAS008,Comprehensive Health Centre Keffi II,Nasarawa,Keffi,2024-06-30,84,1,0,761,11,14,0,0,528,7,556,N/A,469,2024-07-18,Facility Focal Person
BEN003,General Hospital Otukpo,Benue,Otukpo,2022-02-28,512,19,15,2598,51,131,1,0,1887,36,1928,1798,1731,2022-03-13,Data Clerk
KAD009,Model Primary Health Centre Sabon Gari II,Kaduna,Sabon Gari,2024-01-31,510,22,19,902,10,nil,3,2,532,11,798,-,404,2024-02-11,Data Clerk
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,2023-10-31,255,4,3,596,8,68,1,0,396,5,469,433,409,2023-11-13,Data Clerk
NAS001,Model Primary Health Centre Lafia,Nasarawa,Lafia,2022-10-31,116,1,0,474,1,27,0,0,418,11,433,382,360,2022-11-16,Facility Focal Person
XXX999,Specialist Hospital Khana II,rivers ,Khana,2024-10-31,496,24,19,2167,32,137,6,5,1279,18,1776,1017,975,2024-11-15,M&E Officer
LAG004,Comprehensive Health Centre Surulere,Lagos,Surulere,2022-12-31,362,8,7,617,8,51,0,0,558,9,528,487,455,2023-01-13,Data Clerk
CRS008,Cottage Hospital Ogoja II,Cross River,Ogoja,2023-01-31,312,15,13,2252,35,63,3,2,1769,32,1790,1822,1168,2023-03-01,Data Clerk
KAD008,Model Primary Health Centre Zaria II,Kaduna,Zaria,2024-09-30,405,18,13,1165,18,116,5,4,990,20,856,765,689,2024-10-21,Data Clerk
KAD009,MODEL PRIMARY HEALTH CENTRE SABON GARI II,Kaduna,Sabon Gari,2022-05-31,630,21,18,682,8,177,4,3,429,6,631,526,nil,2022-06-29,M&E Officer
RIV005,Mission Hospital Degema,Rivers,Degema,2023-12-31,167,6,5,1328,21,39,1,0,954,20,1207,689,639,2024-01-11,Data Clerk
BEN001,Mission Hospital Makurdi,Benue,Makurdi,Feb-2023,801,8,7,1953,11,94,1,0,1472,26,1753,1390,1141,2023-03-29,M&E Officer
NAS999,Mission Hospital Zaria,Kaduna,Zaria,2024-02-29,1020,47,44,2814,16,205,212,4,2211,42,2583,1844,1807,2024-02-04,Data Clerk
BEN009,Primary Health Centre Otukpo II,Benue,Otukpo,2023-01-31,218,1,0,467,4,29,0,0,363 ,3,392,322,269,2023-02-13,M&E Officer
AKS003,Model Primary Health Centre Eket,Akwa Ibom,Eket,2022-01-31,250,11,10,128,1,43,2,1,103,3,98,55,45,2022-02-11,Data Clerk
LAG009,Mission Hospital Badagry II,Lagos,Badagry,2023-07-31,563,15,14,2484,37,168,2,1,2236,38,2304,1837,1609,2023-08-18,Data Clerk
FCT010,Model Primary Health Centre Abaji II,fct,Abaji,2022-01-31,265,13,9,252,4,36,1,0,192,1,197,133,124,2022-02-18,Facility Focal Person
LAG005,  Mission Hospital Agege ,Lagos,Agege,31/05/2022,1123,35,29,1502,15,320,8,7,1187,28,1235,732,675,2022-06-16,M&E Officer
RIV006,COTTAGE HOSPITAL ELEME,Rivers,Eleme,2023-12-31,1092,39,28,2674,29,137,1,0,1742,26,2473,1753,1586,2024-01-13,M&E Officer
FCT003,Specialist Hospital Gwagwalada,FCT,Gwagwalada,2024-03-31,745,13,10,5234,64,106,2,1,4877,88,4199,2568,2173,2024-04-21,Facility Focal Person
RIV013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2024-10-31,681,19,14,2098,30,127,5,3,1625,28,1673,1000,905,2024-11-15,M&E Officer
BEN004,General Hospital Okpokwu,Benue,Okpokwu,2022-03-31,1015,9,6,357,4,136,1,0,211,7,298,181,155,2022-04-13,Data Clerk
BEN002,SPECIALIST HOSPITAL GBOKO,Benue,Gboko,2022-10-31,1765,28,23,4790,49,552,9,7,3862,69,4362,3713,3367,2022-11-11,M&E Officer
BEN005,Model Primary Health Centre Katsina-Ala,Benue,Katsina-Ala,2023-10-31,498,12,11,535,7,111,2,1,313,7,404,374,326,2023-11-11,Facility Focal Person
FCT003,SPECIALIST HOSPITAL GWAGWALADA,FCT,Gwagwalada,2022-03-31,434,11,9,6612,70,66,0,0,4096,74,5568,4303,3554,2022-04-15,Facility Focal Person
kad001,Model Primary Health Centre Kaduna North,Kaduna,Kaduna North,2022-03-31,183,4,2,792,10,48,2,1,739,19,687,560,548,2022-04-13,M&E Officer
riv013,Mission Hospital Port Harcourt II,Rivers,Port Harcourt,2024-03-31,670,29,28,2136,19,154,0,0,1192,13,1935,1537,1411,2024-04-15,M&E Officer
BEN014,  Comprehensive Health Centre Gboko II ,Benue,Gboko,2024-10-31,465,3,2,749,10,121,2,1,533,8,587,542,479,2024-11-13,M&E Officer
NAS013,GENERAL HOSPITAL KEFFI II,Nasarawa,Keffi,2024-04-30,594,25,19,1651,5,73,2,1,1105,22,1305,979,902,2024-05-29,Data Clerk
LAG006,Specialist Hospital Alimosho,Lagos,Alimosho,2024-07-31,1078,25,24,4543,28,-,0,0,3756,69,3925,2810,2438,2024-08-16,Data Clerk
FCT012,Mission Hospital Bwari II,FCT,Bwari,2024-03-31,1176,33,-19,2884,22,238,2,1,1624,24,2420,2224,1850,2024-04-16,Facility Focal Person
LAG014,Cottage Hospital Lagos Island II,Lagos,Lagos Island,2023-09-30,624,11,7,1771,27,84,0,0,1502,27,1457,1241,1174,2023-10-30,Facility Focal Person
KAD003,Mission Hospital Zaria,Kaduna,Zaria,May-2022,1002,38,36,2577,44,121,4,3,2364,49,2074,1316,1279,2022-06-15,Facility Focal Person
aks013,Model Primary Health Centre Abak II,Akwa Ibom,Abak,2022-09-30,430,14,13,554,3,97,4,3,479,10,409,250,216,2022-10-13,M&E Officer
BEN001,Mission Hospital Makurdi,Benue,Makurdi,Sep-2023,1053,nil,8,1838,34,333,1,0,1486,25,1471,1334,1176,2023-10-13,M&E Officer
NAS008,Comprehensive Health Centre Keffi II,Nasarawa,Keffi,2024-02-29,65,1,0,788,8,20,1,0,524,8,609,569,495,2024-03-29,Data Clerk
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,28/02/2022,351,10,7,878,15,37,0,0,676,14,699,617,545,2022-03-21,Facility Focal Person
BEN014,Comprehensive Health Centre Gboko II,Benue,Gboko,2022-03-31,476,5,3,906,5,110,1,0,666,15,797,513,449,2022-04-13,Data Clerk
NAS006,Primary Health Centre Lafia II,Nasarawa,Lafia,2024-10-31,2840,15,12,939,4,54,1,0,610,8,642,468,421,2024-11-18,Data Clerk
NAS011,Mission Hospital Lafia II,Nasarawa,Lafia,2022-03-31,1420,13,12,2802,50,317,2,1,1810,28,2581,1936,1729,2022-04-21,Data Clerk
RIV003,Comprehensive Health Centre Khana,Rivers,Khana,2023-07-31,364,23,17,1034,19,50,2,1,966,19,884,631,555,2023-08-11,Facility Focal Person
RIV004,Model Primary Health Centre Ahoada East,Rivers,Ahoada East,2024-01-31,381,11,10,835,15,89,2,1,473,8,571,388,349,2024-03-17,Facility Focal Person
BEN005,Model Primary Health Centre Katsina-Ala,Benue,Katsina-Ala,2024-06-30,691,9,8,569,1,111,0,0,313,5,491,285,259,2024-07-21,M&E Officer
AKS014,PRIMARY HEALTH CENTRE IKONO II,Akwa Ibom,Ikono,31/03/2023,238,8,6,603,2,36,0,0,379,4,459,381,365,2023-04-13,Data Clerk
ben015,Primary Health Centre Otukpo II,Benue,Otukpo,2022-05-31,132,3,2,872,6,24,1,0,535,19,760,665,599,2022-06-11,Data Clerk
NAS009,Cottage Hospital Akwanga II,Nasarawa,Akwanga,30/06/2023,1265,6,5,474,4,381,4,3,307,7,377,228,210,2023-07-18,Data Clerk
BEN011,Model Primary Health Centre Katsina-Ala II,Benue,Katsina-Ala,2024-03-31,264,9,8,380,1,38,2,1,309,5,276,314,147,2024-04-15,Facility Focal Person
KAD011,Primary Health Centre Kaduna North II,Kaduna,Kaduna North,2023-06-30,252,8,7,564,8,36,0,0,488,5,402,324,288,2023-07-16,M&E Officer
NAS007,General Hospital Karu II,Nasarawa,Karu,2024-12-31,673,6,5,"1,953",9,149,1,0,1559,29,1760,1036,939,2025-01-13,Data Clerk
AKS002,General Hospital Ikot Ekpene,Akwa Ibom,Ikot Ekpene,Feb-2023,232,3,2,631,4,35,0,0,463,13,541,467,392,2023-03-15,Data Clerk
